дата,ряд,показатель,значение,единица,источник_файл,флаг
2015-02-01,Ember оптовая цена э/э,Lithuania,39.44,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Luxembourg,36.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Netherlands,46.37,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Norway,28.46,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Poland,35.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Portugal,42.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Romania,37.12,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Slovakia,36.65,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Slovenia,42.02,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Spain,42.6,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Sweden,29.6,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-02-01,Ember оптовая цена э/э,Switzerland,50.86,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Austria,31.3,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Belgium,47.05,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Czechia,30.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Denmark,26.88,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Estonia,30.3,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Finland,29.42,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,France,43.79,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Germany,31.3,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Greece,56.22,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Hungary,35.64,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Italy,49.94,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Latvia,32.21,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Lithuania,32.21,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Luxembourg,31.3,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Netherlands,42.18,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Norway,24.94,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Poland,33.14,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Portugal,43.18,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Romania,32.25,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Slovakia,30.96,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Slovenia,36.34,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Spain,43.08,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Sweden,25.88,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-03-01,Ember оптовая цена э/э,Switzerland,44.48,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Austria,29.78,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Belgium,47.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Czechia,29.84,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Denmark,25.91,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Estonia,30.49,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Finland,30.09,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,France,39.52,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Germany,29.78,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Greece,47.95,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Hungary,34.11,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Italy,47.85,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Latvia,34.81,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Lithuania,35.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Luxembourg,29.78,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Netherlands,41.4,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Norway,25.0,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Poland,35.92,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Portugal,45.54,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Romania,26.42,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Slovakia,29.97,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Slovenia,34.81,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Spain,45.37,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Sweden,25.5,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-04-01,Ember оптовая цена э/э,Switzerland,38.23,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Austria,25.33,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Belgium,37.58,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Czechia,25.39,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Denmark,22.56,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Estonia,32.27,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Finland,25.84,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,France,26.46,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Germany,25.33,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Greece,49.54,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Hungary,29.63,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Italy,47.28,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Latvia,37.35,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Lithuania,37.35,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Luxembourg,25.33,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Netherlands,37.34,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Norway,22.04,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Poland,38.92,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Portugal,45.21,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Romania,27.56,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Slovakia,25.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Slovenia,30.4,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Spain,45.17,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Sweden,22.59,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-05-01,Ember оптовая цена э/э,Switzerland,25.04,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Austria,30.11,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Belgium,39.12,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Czechia,30.67,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Denmark,20.07,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Estonia,27.24,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Finland,21.54,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,France,32.16,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Germany,30.11,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Greece,48.18,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Hungary,33.95,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Italy,48.64,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Latvia,42.78,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Lithuania,42.78,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Luxembourg,30.11,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Netherlands,38.73,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Norway,13.72,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Poland,38.84,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Portugal,54.76,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Romania,32.89,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Slovakia,31.08,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Slovenia,34.2,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Spain,54.75,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Sweden,16.06,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-06-01,Ember оптовая цена э/э,Switzerland,30.45,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Austria,34.98,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Belgium,42.58,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Czechia,36.7,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Denmark,13.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Estonia,27.99,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Finland,27.57,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,France,37.91,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Germany,34.98,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Greece,53.18,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Hungary,52.35,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Italy,67.71,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Latvia,44.25,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Lithuania,44.46,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Luxembourg,34.98,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Netherlands,42.19,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Norway,8.94,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Poland,40.0,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Portugal,59.59,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Romania,41.91,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Slovakia,38.54,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Slovenia,54.02,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Spain,59.53,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Sweden,9.07,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-07-01,Ember оптовая цена э/э,Switzerland,35.98,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Austria,31.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Belgium,42.44,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Czechia,32.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Denmark,22.74,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Estonia,31.23,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Finland,31.15,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,France,32.19,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Germany,31.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Greece,50.18,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Hungary,42.56,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Italy,52.74,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Latvia,46.44,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Lithuania,46.44,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Luxembourg,31.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Netherlands,38.87,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Norway,11.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Poland,42.33,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Portugal,55.62,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Romania,40.7,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Slovakia,33.3,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Slovenia,42.94,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Spain,55.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Sweden,16.28,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-08-01,Ember оптовая цена э/э,Switzerland,32.71,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Austria,31.89,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Belgium,52.49,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Czechia,33.4,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Denmark,22.82,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Estonia,31.69,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Finland,31.74,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,France,37.45,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Germany,31.89,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Greece,50.74,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Hungary,47.53,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Italy,49.45,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Latvia,44.27,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Lithuania,44.27,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Luxembourg,31.89,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Netherlands,39.65,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Norway,15.22,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Poland,39.06,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Portugal,52.4,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Romania,40.96,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Slovakia,36.61,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Slovenia,46.42,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Spain,51.87,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Sweden,21.07,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-09-01,Ember оптовая цена э/э,Switzerland,36.57,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Austria,39.37,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Belgium,55.43,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Czechia,39.08,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Denmark,26.49,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Estonia,35.02,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
2015-10-01,Ember оптовая цена э/э,Finland,33.54,EUR/МВт·ч,european_wholesale_electricity_price_data_monthly.csv,
